DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1007/s00330-018-5981-2,30701328.0,,Radiomic nomogram for prediction of axillary lymph node metastasis in breast cancer.,"To develop a radiomic nomogram for preoperative prediction of axillary lymph node (LN) metastasis in breast cancer patients. Preoperative magnetic resonance imaging data from 411 breast cancer patients was studied. Patients were assigned to either a training cohort (n=279) or a validation cohort (n=132). Eight hundred eight radiomic features were extracted from the first phase of T1-DCE images. A support vector machine was used to develop a radiomic signature, and logistic regression was used to develop a nomogram. The radiomic signature based on 12 LN status–related features was constructed to predict LN metastasis, its prediction ability was moderate, with an area under the curve (AUC) of 0.76 and 0.78 in training and validation cohorts, respectively. Based on a radiomic signature and clinical features, a nomogram was developed and showed excellent predictive ability for LN metastasis (AUC 0.84 and 0.87 in training and validation sets, respectively). Another radiomic signature was constructed to distinguish the number of metastatic LNs (less than 2 positive nodes/more than 2 positive nodes), which also showed moderate performance (AUC 0.79). We developed a nomogram and a radiomic signature that can be used to identify LN metastasis and distinguish the number of metastatic LNs (less than 2 positive nodes/more than 2 positive nodes). Both nomogram and radiomic signature can be used as tools to assist clinicians in assessing LN metastasis in breast cancer patients. • ALNM is an important factor affecting breast cancer patients’ treatment and prognosis. • Traditional imaging examinations have limited value for evaluating axillary LNs status. • We developed a radiomic nomogram based on MR imagings to predict LN metastasis.","Lu Han,Lu Han,Yongbei Zhu,Yongbei Zhu,Zhenyu Liu,Tao Yu,Zhenyu Liu,Zhenyu Liu,Chao He,Tao Yu,Tao Yu,Wenyan Jiang,Cuiju He,Cuiju He,Yangyang Kan,Wenyan Jiang,Di Dong,Yangyang Kan,Di Dong,Jie Tian,Jie Tian,Yahong Luo,Yahong Luo,Yahong Luo",European Radiology,2019.0
10.1007/s00330-018-5704-8,30315419.0,,Radiomics based on multicontrast MRI can precisely differentiate among glioma subtypes and predict tumour-proliferative behaviour.,"Purpose To explore the feasibility and diagnostic performance of radiomics based on anatomical, diffusion and perfusion MRI in differentiating among glioma subtypes and predicting tumour proliferation.","Changliang Su,Jingjing Jiang,Changliang Su,Shun Zhang,Jingjing Jiang,Jingjing Shi,Shun Zhang,Kaibin Xu,Jingjing Shi,Kaibin Xu,Nanxi Shen,Jiaxuan Zhang,Nanxi Shen,Jiaxuan Zhang,Li Li,Li Li,Lingyun Zhao,Ju Zhang,Lingyun Zhao,Ju Zhang,Yuanyuan Qin,Yong Liu,Yuanyuan Qin,Wenzhen Zhu,Yong Liu,Wenzhen Zhu",European Radiology,2019.0
10.1007/s13139-019-00571-4,30828395.0,,Radiomics in Oncological PET/CT: a Methodological Overview,"Radiomics is a medical imaging analysis approachbased on computer-vision. Metabolic radiomics in particular analyses the spatial distribution patterns of molecular metabolism on PET images. Measuring intratumoral heterogeneity via image is one of the main targets of radiomics research, and it aims to build a image-based model for better patient management. The workflow of radiomics using texture analysis follows these steps: 1) imaging (image acquisition and reconstruction); 2) preprocessing (segmentation & quantization); 3) quantification (texture matrix design & texture feature extraction); and 4) analysis (statistics and/or machine learning). The parameters or conditions at each of thesesteps are effect on the results. In statistical testing or modeling, problems such as multiple comparisons, dependence on other variables, and high dimensionality of smallsample size data should be considered. Standardization of methodology and harmonization of image qualityare one of the most important challenges with radiomics methodology. Even though there arecurrent issues in radiomics methodology, it is expected that radiomics will be clinically useful in personalized medicine for oncology.","Seunggyun Ha,Seunggyun Ha,Hongyoon Choi,Jin Chul Paeng,Hongyoon Choi,Jin Chul Paeng,Gi Jeong Cheon,Gi Jeong Cheon",Nuclear Medicine and Molecular Imaging,2019.0
10.1007/s00330-019-06026-w,30770971.0,,Radiomics in multiple sclerosis and neuromyelitis optica spectrum disorder.,"To develop and validate an individual radiomics nomogram for differential diagnosis between multiple sclerosis (MS) and neuromyelitis optica spectrum disorder (NMOSD). We retrospectively collected 67 MS and 68 NMOSD with spinal cord lesions as a primary cohort and prospectively recruited 28 MS and 26 NMOSD patients as a validation cohort. Radiomic features were extracted from the spinal cord lesions. A prediction model for differentiating MS and NMOSD was built by combining the radiomic features with several clinical and routine MRI measurements. The performance of the model was assessed with respect to its calibration plot and clinical discrimination in the primary and validation cohorts. Nine radiomics features extracted from an initial set of 485, predominantly reflecting lesion heterogeneity, combined with lesion length, patient sex, and EDSS, were selected to build the model for differentiating MS and NMOSD. The areas under the ROC curves (AUC) for differentiating the two diseases were 0.8808 and 0.7115, for the primary and validation cohort, respectively. This model demonstrated good calibration (C-index was 0.906 and 0.802 in primary and validation cohort). A validated nomogram that incorporates the radiomic signature of spinal cord lesions, as well as cord lesion length, sex, and EDSS score, can usefully differentiate MS and NMOSD.                   • Radiomic features of spinal cord lesions in MS and NMOSD were different.• Radiomic signatures can capture pathological alterations and help differentiate MS and NMOSD.","Yaou Liu,Di Dong,Yaou Liu,Yaou Liu,Liwen Zhang,Di Dong,Yali Zang,Liwen Zhang,Yunyun Duan,Yali Zang,Yunyun Duan,Xiaolu Qiu,Jing Huang,Xiaolu Qiu,Hui Dong,Jing Huang,Frederik Barkhof,Huiqing Dong,Frederik Barkhof,C. Y. Hu,Chaoen Hu,Mengjie Fang,Jie Tian,Mengjie Fang,Jie Tian,Kuncheng Li,Kuncheng Li",European Radiology,2019.0
10.1007/s00330-018-5824-1,30413966.0,,Radiomics model of contrast-enhanced computed tomography for predicting the recurrence of acute pancreatitis,"To predict the recurrence of acute pancreatitis (AP) by constructing a radiomics model of contrast-enhanced computed tomography (CECT) at AP first attack. We retrospectively enrolled 389 first-attack AP patients (271 in the primary cohort and 118 in the validation cohort) from three tertiary referral centers; 126 and 55 patients endured recurrent attacks in each cohort. Four hundred twelve radiomics features were extracted from arterial and venous phase CECT images, and clinical characteristics were gathered to develop a clinical model. An optimal radiomics signature was chosen using a multivariable logistic regression or support vector machine. The radiomics model was developed and validated by incorporating the optimal radiomics signature and clinical characteristics. The performance of the radiomics model was assessed based on its calibration and classification metrics. The optimal radiomics signature was developed based on a multivariable logistic regression with 10 radiomics features. The classification accuracy of the radiomics model well predicted the recurrence of AP for both the primary and validation cohorts (87.1% and 89.0%, respectively). The area under the receiver operating characteristic curve (AUC) of the radiomics model was significantly better than that of the clinical model for both the primary (0.941 vs. 0.712, p=0.000) and validation (0.929 vs. 0.671, p=0.000) cohorts. Good calibration was observed for all the models (p>0.05). The radiomics model based on CECT performed well in predicting AP recurrence. As a quantitative method, radiomics exhibits promising performance in terms of alerting recurrent patients to potential precautions. • The incidence of recurrence after an initial episode of acute pancreatitis is high, and quantitative methods for predicting recurrence are lacking. • The radiomics model based on contrast-enhanced computed tomography performed well in predicting the recurrence of acute pancreatitis. • As a quantitative method, radiomics exhibits promising performance in terms of alerting recurrent patients to the potential need to take precautions.","Yong Chen,Yong Chen,Tianwu Chen,Tian-wu Chen,Changqiang Wu,Changqiang Wu,Qiao Lin,Chang-qiang Wu,Qiao Lin,Ran Hu,Chao-Lian Xie,Ran Hu,Houdong Zuo,Chao-lian Xie,Jiali Wu,Hou-dong Zuo,Qiwen Mu,Jia-long Wu,Qi-wen Mu,Quanshui Fu,Quan-shui Fu,Guoqing Yang,Xiao Ming Zhang,Guo-qing Yang,Xiao-Ming Zhang",European Radiology,2019.0
10.1002/jmri.26589,30569552.0,,T2 -based MRI Delta-radiomics improve response prediction in soft-tissue sarcomas treated by neoadjuvant chemotherapy.,"Background: Standard of care for patients with high-grade soft-tissue sarcoma (STS) are being redefined since neoadjuvant chemotherapy (NAC) has demonstrated a positive effect on patients’ outcome. Yet, response evaluation in clinical trials still remains on RECIST criteria. Purpose: To investigate the added value of a Delta-radiomics approach for early response prediction in patients with STS undergoing NAC Study type: Retrospective Population: 65 adult patients with newly-diagnosed, locally-advanced, histologically proven high-grade STS of trunk and extremities. All were treated by anthracycline-based NAC followed by surgery and had available MRI at baseline and after 2 cycles.Field strength/Sequence: Pre- and post-contrast enhanced T1-weighted imaging (T1-WI), turbo spin echo T2-WI at 1.5T. Assessment: A threshold of <10% viable cells on surgical specimen defined good response (Good-HR). Two senior radiologists performed a semantic analysis of the MRI. After 3D manual segmentation of tumors at baseline and early evaluation, and standardization of voxelsizes and intensities, absolute changes in 33 texture and shape features were calculated. Statistical tests: Classification models based on logistic regression, support vector machine, k-nearest neighbors and random forests were elaborated using cross-validation (training and validation) on 50 patients (‘training cohort’) and was validated on 15 other patients (‘test cohort’).Results: 16 patients were good-HR. Neither RECIST status, nor semantic radiological variables were associated with response except an edema decrease (p=0.003) although 14 shape and texture features were (range of p-values: 0.002-0.037). On the training cohort, the highest diagnostic performances were obtained with random forests built on 3 features: Δ_Histogram_Entropy, Δ_Elongation, Δ_Surrounding_Edema, which provided: AUROC=0.86, accuracy=88.1%, sensitivity=94.1%, specificity=66.3%. On the test cohort, this model provided an accuracy of 74.6% but 3/5 good-HR were systematically ill-classified. Data conclusions: A T2-based Delta-Radiomics approach can improve early response prediction in STS patients with a limited number of features.","Amandine Crombé,C. Périer,Amandine Crombé,Cynthia Perier,Michèle Kind,Cynthia Périer,Cynthia Perier,Baudouin Denis de Senneville,Michèle Kind,Baudouin Denis de Senneville,François Le Loarer,Antoîne Italiano,François Le Loarer,Antoine Italiano,Xavier Buy,Olivier Saut,Xavier Buy,Olivier Saut",Journal of Magnetic Resonance Imaging,2019.0
10.2214/ajr.18.20624,30645163.0,,Texture Analysis of Imaging: What Radiologists Need to Know,OBJECTIVE. Radiologic texture is the variation in image intensities within an image and is an important part of radiomics. The objective of this article is to discuss some parameters that affect th...,"Bino Varghese,Steven Cen,Bino Varghese,Steven Cen,Darryl Hwang,Vinay Duddalwar,Darryl Hwang,Vinay Duddalwar",American Journal of Roentgenology,2019.0
10.7150/thno.30309,30867832.0,,The Applications of Radiomics in Precision Diagnosis and Treatment of Oncology: Opportunities and Challenges.,"Medical imaging can assess the tumor and its environment in their entirety, which makes it suitable for monitoring the temporal and spatial characteristics of the tumor. Progress in computational methods, especially in artificial intelligence for medical image process and analysis, has converted these images into quantitative and minable data associated with clinical events in oncology management. This concept was first described as radiomics in 2012. Since then, computer scientists, radiologists, and oncologists have gravitated towards this new tool and exploited advanced methodologies to mine the information behind medical images. On the basis of a great quantity of radiographic images and novel computational technologies, researchers developed and validated radiomic models that may improve the accuracy of diagnoses and therapy response assessments. Here, we review the recent methodological developments in radiomics, including data acquisition, tumor segmentation, feature extraction, and modelling, as well as the rapidly developing deep learning technology. Moreover, we outline the main applications of radiomics in diagnosis, treatment planning and evaluations in the field of oncology with the aim of developing quantitative and personalized medicine. Finally, we discuss the challenges in the field of radiomics and the scope and clinical applicability of these methods.","Zhenyu Liu,Shuo Wang,Zhenyu Liu,Zhenyu Liu,Shuo Wang,Di Dong,Shuo Wang,Shuo Wang,Di Dong,Jingwei Wei,Cheng Fang,Jingwei Wei,Xuezhi Zhou,Cheng Fang,Cheng Fang,Cheng Fang,Kai Sun,Xuezhi Zhou,Xuezhi Zhou,Longfei Li,Kai Sun,Longfei Li,Bo Li,Bo Li,Bo Li,Bo Li,Meiyun Wang,Meiyun Wang,Jie Tian,Jie Tian",Theranostics,2019.0
10.1016/j.crad.2018.11.007,30573283.0,,The value of MR textural analysis in prostate cancer,"Current diagnosis and treatment stratification of patients with suspected prostate cancer relies on a combination of histological and magnetic resonance imaging (MRI) findings. The aim of this article is to provide a brief overview of prostate pathological grading as well as the relevant aspects of multiparametric (MRI) mpMRI, before indicating the potential that magnetic resonance textural analysis (MRTA) offers within prostate cancer. A review of the evidence base on MRTA in prostate cancer will enable discussion of the utility of this field while also indicating recommendations to future research. Radiomic textural analysis allows the assessment of spatial inter-relationships between pixels within an image by use of mathematical methods. First-order textural analysis is better understood and may have more clinical validity than higher-order textural features. Textural features extracted from apparent diffusion coefficient maps have shown the most potential for clinical utility in MRTA of prostate cancers. Future studies should aim to integrate machine learning techniques to better represent the role of MRTA in prostate cancer clinical practice. Nomenclature should be used to reduce misidentification between first-order and second-order energy and entropy. Automated methods of segmentation should be encouraged in order to reduce problems associated with inclusion of normal tissue within regions of interest. The retrospective and small-scale nature of most published studies, make it difficult to draw meaningful conclusions. Future larger prospective studies are required to validate the textural features indicated to have potential in characterisation and/or diagnosis of prostate cancer before translation into routine clinical practice.","Nishil Patel,Ann Henry,N. Patel,Ann Henry,A. Henry,Andrew Scarsbrook,A. Henry,Andrew Scarsbrook,Andrew Scarsbrook",Clinical Radiology,2019.0
10.1002/mp.13395,,,Time stability of delta-radiomics features and the impact on patient analysis in longitudinal CT images.,"PURPOSE: This study first aims to show that the values of texture features extracted from phantoms are stable over clinical timescales. Second, that changes in patients' feature values over the course of radiation therapy (RT) are treatment induced and statistically significant. METHODS: The CT datasets of a 3D printed anatomically informed texture phantom containing liver and low-contrast modules, and the homogeneous module of the Catphan 500-Series phantom, were acquired once per week over the course of a 6-week period, to simulate the timescale of conventional RT duration. A Definition AS Open CT scanner on rails (Siemens) and our institution's standard abdominal protocol were used. In each phantom module, 8 regions of interest (20cm 3 ) were selected and 50 texture features were extracted from each module over the longitudinal dataset. The time stability of each feature was evaluated. The expected variation over the treatment timescale was quantified for each texture (module). Subsequently, the pancreas heads of 10 patients who underwent RT for adenocarcinoma of the pancreas head with a pathologic response of at least ""moderate"" (grade 2), were contoured on the daily CTs acquired using the same scanner. The pancreas heads were contoured on one image per week. Mean CT number, skewness, kurtosis, and coarseness were extracted from these data. The phantom modules were shown to be accurate representations of these features in the pancreas data. The change in the feature value between fractions 2 and 26 was compared with the phantom data in order to identify significant changes in feature value. RESULTS: Of the 50 features examined in all 3 phantom modules, 47 were found to have zero time-trend when a fit assuming homogeneous variance was used. When a fit allowing for heterogeneous variance was used, 49 features were found to have zero time-trend. Features were stable and repeatable within a feature-specific confidence interval over the 6-week period of acquisition in all three phantom modules. Changes in feature value between fractions 2 and 26 were highly patient specific. Mean CT number was found to decrease significantly in 7 of 10 patients and increase significantly in one patient. Skewness increased significantly in one patient and decreased significantly in one patient. Kurtosis decreased significantly in four patients and increased significantly in one patient. Coarseness increased significantly in seven patients and decreased significantly in one patient. Only one patient experienced no significant changes in feature value. CONCLUSION: The CT texture feature measurements of phantoms are stable and repeatable within a feature-specific confidence interval in all three phantom modules. This suggests that the changes observed in features extracted from longitudinal patient CT data may be treatment induced, and demonstrates their potentiality for early assessment of treatment response.","Tia Plautz,Cheng Zheng,Tia E. Plautz,Tia E. Plautz,G. Noid,Cheng Zheng,G. Noid,X. Allen Li,X. Allen Li",Medical Physics,2019.0
10.1016/j.artmed.2018.09.003,30292538.0,,Towards a modular decision support system for radiomics: A case study on rectal cancer.,"Abstract   Following the personalized medicine paradigm, there is a growing interest in medical agents capable of predicting the effect of therapies on patients, by exploiting the amount of data that is now available for each patient. In disciplines like oncology, where images and scans are available, the exploitation of medical images can provide an additional source of potentially useful information. The study and analysis of features extracted by medical images, exploited for predictive purposes, is termed radiomics. A number of tools are available for supporting some of the steps of the radiomics process, but there is a lack of approaches which are able to deal with all the steps of the process.  In this paper, we introduce a medical agent-based decision support system capable of handling the whole radiomics process. The proposed system is tested on two independent data sets of patients treated for rectal cancer. Experimental results indicate that the system is able to generate highly performant centre-specific predictive model, and show the issues related to differences in data sets collected by different centres, and how such issues can affect the performance of the generated predictive models.","Roberto Gatta,Mauro Vallati,Roberto Gatta,Mauro Vallati,N. Dinapoli,Nicola Dinapoli,Nicola Dinapoli,Nicola Dinapoli,C. Masciocchi,Carlotta Masciocchi,C. Masciocchi,Jacopo Lenkowicz,Jacopo Lenkowicz,D. Cusumano,Calogero Casà,D. Cusumano,Alessandra Farchione,Calogero Casà,Alessandra Farchione,Andrea Damiani,Andrea Damiani,Johan van Soest,Johan van Soest,André Dekker,Andre Dekker,Vincenzo Valentini,Vincenzo Valentini",Artificial Intelligence in Medicine,2019.0
10.1109/embc.2018.8512207,,,A Novel MRI-Based Radiomics Model for Predicting Recurrence in Chordoma,"Chordoma is a rare primary malignant tumor. For evaluating the related factors of postoperative recurrence probability of chordoma before surgery, we retrospective collected 80 patients to analyze by using a novel radiomics method. A total of 620 3D imaging features used for radiomics analysis were extracted, and 5 features were selected from T2-weighted (T2-w) magnetic resonance imaging (MRI) that were most strongly associated with 4-year recurrence probability to build a radiomics signature. Verification by logistic regression classification model, the area under the receiver operating characteristic curve and accuracy was 0.8600 (95% CI: 0.7226-0.9824) and 85.00% in the training cohort, respectively, while in the validation cohort was 0.8568 (95% CI: 0.7327-0.9758) and 85.00%. Experimental results show that T2-w MRI-based radiomics signature is closely associated with the recurrence of chordoma. It is possible to prejudge the recurrence of chordoma before surgery.","Wei Wei,Wei Wei,Ke Wang,Ke Wang,Kaibing Tian,Ke Wang,Zhenyu Liu,Kaibing Tian,Liang Wang,Zhenyu Liu,Zhenyu Liu,Liang Wang,Liang Wang,Liang Wang,Junting Zhang,Junting Zhang,Zhenchao Tang,Zhenchao Tang,Zhenchao Tang,Shuo Wang,Shuo Wang,Shuo Wang,Shuo Wang,Di Dong,Di Dong,Yali Zang,Yali Zang,Yuan Gao,Yuan Gao,Yuan Gao,Yuan Gao,Yuan Gao,Zhen Wu,Jie Tian,Zhen Wu,Jie Tian",,2018.0
10.1186/s12931-018-0887-8,,,A biomarker basing on radiomics for the prediction of overall survival in non-small cell lung cancer patients.,Background This study aimed at predicting the survival status on non-small cell lung cancer patients with the phenotypic radiomics features obtained from the CT images.,"Bo He,Bo He,Wei Zhao,Jiangyuan Pi,Wei Zhao,Dan Han,Jiang-Yuan Pi,Yuanming Jiang,Dan Han,Dan Han,Zhen-Guang Zhang,Yuan-Ming Jiang,Zhen-Guang Zhang",Respiratory Research,2018.0
10.1038/sdata.2018.202,30325352.0,,A radiogenomic dataset of non-small cell lung cancer,"Medical image biomarkers of cancer promise improvements in patient care through advances in precision medicine. Compared to genomic biomarkers, image biomarkers provide the advantages of being non-invasive, and characterizing a heterogeneous tumor in its entirety, as opposed to limited tissue available via biopsy. We developed a unique radiogenomic dataset from a Non-Small Cell Lung Cancer (NSCLC) cohort of 211 subjects. The dataset comprises Computed Tomography (CT), Positron Emission Tomography (PET)/CT images, semantic annotations of the tumors as observed on the medical images using a controlled vocabulary, and segmentation maps of tumors in the CT scans. Imaging data are also paired with results of gene mutation analyses, gene expression microarrays and RNA sequencing data from samples of surgically excised tumor tissue, and clinical data, including survival outcomes. This dataset was created to facilitate the discovery of the underlying relationship between tumor molecular and medical image features, as well as the development and evaluation of prognostic medical image biomarkers.                                                                                                                                                Machine-accessible metadata file describing the reported data (ISA-Tab format)","Shaimaa Bakr,Shaimaa Bakr,Olivier Gevaert,Sebastian Echegaray,Olivier Gevaert,Kelsey Ayers,Sebastian Echegaray,Kelsey Ayers,Mu Zhou,Mu Zhou,Mājid Shafiq,Majid Shafiq,Hong Zheng,Hong Zheng,Hong Zheng,Jalen Benson,Jalen Benson,Weiruo Zhang,Ann N. Leung,Weiruo Zhang,Michel Kadoch,Ann N. Leung,Chuong D. Hoang,Michael A. Kadoch,Chuong D. Hoang,Joseph B. Shrager,Andrew Quon,Joseph B. Shrager,Andrew Quon,Daniel L. Rubin,Daniel L. Rubin,Sylvia K. Plevritis,Sandy Napel,Sylvia K. Plevritis,Sandy Napel",Scientific Data,2018.0
10.1186/s41747-018-0061-6,30353365.0,,Artificial intelligence in medical imaging: threat or opportunity? Radiologists again at the forefront of innovation in medicine,"One of the most promising areas of health innovation is the application of artificial intelligence (AI), primarily in medical imaging. This article provides basic definitions of terms such as “machine/deep learning” and analyses the integration of AI into radiology. Publications on AI have drastically increased from about 100–150 per year in 2007–2008 to 700–800 per year in 2016–2017. Magnetic resonance imaging and computed tomography collectively account for more than 50% of current articles. Neuroradiology appears in about one-third of the papers, followed by musculoskeletal, cardiovascular, breast, urogenital, lung/thorax, and abdomen, each representing 6–9% of articles. With an irreversible increase in the amount of data and the possibility to use AI to identify findings either detectable or not by the human eye, radiology is now moving from a subjective perceptual skill to a more objective science. Radiologists, who were on the forefront of the digital era in medicine, can guide the introduction of AI into healthcare. Yet, they will not be replaced because radiology includes communication of diagnosis, consideration of patient’s values and preferences, medical judgment, quality assurance, education, policy-making, and interventional procedures. The higher efficiency provided by AI will allow radiologists to perform more value-added tasks, becoming more visible to patients and playing a vital role in multidisciplinary clinical teams.","Filippo Pesapane,Filippo Pesapane,Marina Codari,Marina Codari,Francesco Sardanelli,Francesco Sardanelli",,2018.0
10.1186/s40644-018-0184-2,,,CT texture analysis of lung adenocarcinoma: can Radiomic features be surrogate biomarkers for EGFR mutation statuses,"To investigate whether radiomic features can be surrogate biomarkers for epidermal growth factor receptor (EGFR) mutation statuses. Two hundred ninety six consecutive patients, who underwent CT examinations before operation within 3months and had EGFR mutations tested, were enrolled in this retrospective study. CT texture features were extracted using an open-source software with whole volume segmentation. The association between CT texture features and EGFR mutation statuses were analyzed. In the 296 patients, there were 151 patients with EGFR mutations (51%). Logistic analysis identified that lower age (Odds Ratio[OR]: 0.968,95% confidence interval [CI]:0.946~0.990, p=0.005) and a radiomic feature named GreyLevelNonuniformityNormalized (OR: 0.012, 95% CI:0.000~0.352, p=0.01) were predictors for exon 19 mutation; higher age (OR: 1.027, 95%CI:1.003~1.052,p=0.025), female sex (OR: 2.189, 95%CI:1.264~3.791, p=0.005) and a radiomic feature named Maximum2DDiameterColumn (OR: 0.968, 95%CI:0.946~0.990], p=0.005) for exon 21 mutation; and female sex (OR: 1.883,95%CI:1.064~3.329, p=0.030), non-smoking status (OR: 2.070, 95%CI:1.090~3.929, p=0.026) and a radiomic feature termed SizeZone NonUniformityNormalized (OR: 0.010, 95% CI:0.0001~0.852, p=0.042) for EGFR mutations. Areas under the curve (AUCs) of combination with clinical and radiomic features to predict exon 19 mutation, exon 21 mutation and EGFR mutations were 0.655, 0.675 and 0.664, respectively. Several radiomic features are associated with EGFR mutation statuses of lung adenocarcinoma. Combination with clinical files, moderate diagnostic performance can be obtained to predict EGFR mutation status of lung adenocarcinoma. Radiomic features might harbor potential surrogate biomarkers for identification of EGRF mutation statuses.","Dongdong Mei,Dongdong Mei,Yan Luo,Yan Luo,Yan Luo,Yan Wang,Jingshan Gong,Yan Wang,Jingshan Gong",Cancer Imaging,2018.0
10.1371/journal.pone.0206607,,,"Data-driven, voxel-based analysis of brain PET images: Application of PCA and LASSO methods to visualize and quantify patterns of neurodegeneration","Spatial patterns of radiotracer binding in positron emission tomography (PET) images may convey information related to the disease topology. However, this information is not captured by the standard PET image analysis that quantifies the mean radiotracer uptake within a region of interest (ROI). On the other hand, spatial analyses that use more advanced radiomic features may be difficult to interpret. Here we propose an alternative data-driven, voxel-based approach to spatial pattern analysis in brain PET, which can be easily interpreted. We apply principal component analysis (PCA) to identify voxel covariance patterns, and optimally combine several patterns using the least absolute shrinkage and selection operator (LASSO). The resulting models predict clinical disease metrics from raw voxel values, allowing for inclusion of clinical covariates. The analysis is performed on high-resolution PET images from healthy controls and subjects affected by Parkinson's disease (PD), acquired with a pre-synaptic and a post-synaptic dopaminergic PET tracer. We demonstrate that PCA identifies robust and tracer-specific binding patterns in sub-cortical brain structures; the patterns evolve as a function of disease progression. Principal component LASSO (PC-LASSO) models of clinical disease metrics achieve higher predictive accuracy compared to the mean tracer binding ratio (BR) alone: the cross-validated test mean squared error of adjusted disease duration (motor impairment score) was 16.3 ± 0.17 years2 (9.7 ± 0.15) with mean BR, versus 14.4 ± 0.18 years2 (8.9 ± 0.16) with PC-LASSO. We interpret the best-performing PC-LASSO models in the spatial sense and discuss them with reference to the PD pathology and somatotopic organization of the striatum. PC-LASSO is thus shown to be a useful method to analyze clinically-relevant tracer binding patterns, and to construct interpretable, imaging-based predictive models of clinical metrics.","Ivan S. Klyuzhin,Ivan S. Klyuzhin,Jessie Fanglu Fu,Andy Hong,Jessie Fanglu Fu,Andy Hong,Andy Hong,Matthew Sacheli,Nikolay Shenkov,Matthew A. Sacheli,Michele Matarazzo,Nikolay Shenkov,Arman Rahmim,Michele Matarazzo,A. Jon Stoessl,Arman Rahmim,A. Jon Stoessl,Vesna Sossi,Vesna Sossi,Vesna Sossi",PLOS ONE,2018.0
10.21037/jtd.2018.11.03,,,Detection of epithelial growth factor receptor ( EGFR ) mutations on CT images of patients with lung adenocarcinoma using radiomics and/or multi-level residual convolutionary neural networks,"Background:  We aim to analyze the ability to detect epithelial growth factor receptor (EGFR) mutations on chest CT images of patients with lung adenocarcinoma using radiomics and/or multi-level residual convolutionary neural networks (MCNNs). Methods:  We retrospectively collected 1,010 consecutive patients in Shanghai Chest Hospital from 2013 to 2017, among which 510 patients were EGFR-mutated and 500 patients were wild-type. The patients were randomly divided into a training set (810 patients) and a validation set (200 patients) according to a balanced distribution of clinical features. The CT images and the corresponding EGFR status measured by Amplification Refractory Mutation System (ARMS) method of the patients in the training set were utilized to construct both a radiomics-based model (M Radiomics ) and MCNNs-based model (M MCNNs ). The M Radiomics  and M MCNNs  were combined to build the Model Radiomics+MCNNs  (M Radiomics+MCNNs ). Clinical data of gender and smoking history constructed the clinical features-based model (MClinical). MClinical was then added into M Radiomics , M MCNNs , and M Radiomics+MCNNs  to establish the ModelRadiomics+Clinical (M Radiomics +Clinical), the Model MCNNs+Clinical  (M MCNNs +Clinical) and the Model Radiomics+MCNNs +Clinical (M Radiomics+MCNNs +Clinical). All the seven models were tested in the validation set to ascertain whether they were competent to detect EGFR mutations. The detection efficiency of each model was also compared in terms of area under the curve (AUC), sensitivity and specificity. Results:  The AUC of the M Radiomics , M MCNNs  and M Radiomics+MCNNs  to predict  EGFR  mutations was 0.740, 0.810 and 0.811 respectively. The performance of M MCNNs  was better than that of M Radiomics  (P=0.0225). The addition of clinical features did not improve the AUC of the M Radiomics  (P=0.623), the M MCNNs  (P=0.114) and the M Radiomics+MCNNs  (P=0.058). The M Radiomics+MCNNs +Clinical demonstrated the highest AUC value of 0.834. The M MCNNs  did not demonstrate any inferiority when compared with the M Radiomics+MCNNs  (P=0.742) and the M Radiomics+MCNNs +Clinical (P=0.056). Conclusions:  Both of the M Radiomics  and the MCNNs could predict EGFR mutations on CT images of patients with lung adenocarcinoma. The M MCNNs  outperformed the M Radiomics  in the detection of EGFR mutations. The combination of these two models, even added with clinical features, is not significantly more efficient than M MCNNs  alone.","Xiaoyang Li,Junfeng Xiong,Xiaoyang Li,Junfeng Xiong,Tian-Ying Jia,Tian-Ying Jia,Tongyi Shen,Ronghui Hou,Tian-Le Shen,Run-Ping Hou,Jun Zhao,Xiaolong Fu,Jun Zhao,Jun Zhao,Xiaolong Fu,Xiaolong Fu",Journal of Thoracic Disease,2018.0
10.1016/j.jcct.2018.11.004,30447949.0,,Effect of image reconstruction algorithms on volumetric and radiomic parameters of coronary plaques.,,"Márton Kolossváry,Márton Kolossváry,Márton Kolossváry,Bálint Szilveszter,Bálint Szilveszter,Júlia Karády,Zsófia Drobni,Júlia Karády,Béla Merkely,Zsófia Dóra Drobni,Béla Merkely,Pál Maurovich-Horvat,Pál Maurovich-Horvat",Journal of Cardiovascular Computed Tomography,2018.0
