DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1080/24699322.2021.1994014,34902259.0,,Radiomics in surgical oncology: applications and challenges.,"Surgery is a curative treatment option for many patients with malignant tumors. Increased attention has focused on the combination of surgery with chemotherapy, as multimodality treatment has been associated with promising results in certain cancer types. Despite these data, there remains clinical equipoise on optimal timing and patient selection for neoadjuvant or adjuvant strategies. Radiomics, an emerging field involving the extraction of advanced features from radiographic images, has the potential to revolutionize oncologic treatment and contribute to the advance of personalized therapy by helping predict tumor behavior and response to therapy. This review analyzes and summarizes studies that use radiomics with machine learning in patients who have received neoadjuvant and/or adjuvant chemotherapy to predict prognosis, recurrence, survival, and therapeutic response for various cancer types. While studies in both neoadjuvant and adjuvant settings demonstrate above average performance on ability to predict progression-free and overall survival, there remain many challenges and limitations to widespread implementation of this technology. The lack of standardization of common practices to analyze radiomics, limited data sharing, and absence of auto-segmentation have hindered the inclusion and rapid adoption of radiomics in prospective, clinical studies.","T. Williams,Travis L Williams,Lily V. Saadat,Lily V Saadat,Mithat Gonen,Mithat Gönen,Alice C. Wei,Alice Wei,Richard K G Do,K. G. Richard,Amber L Simpson,Amber L. Simpson",,2021.0
10.3389/fonc.2021.757111,,,Value of the Application of CE-MRI Radiomics and Machine Learning in Preoperative Prediction of Sentinel Lymph Node Metastasis in Breast Cancer,"Purpose: To explore the value of machine learning model based on DCE-MRI radiomic features in preoperative prediction of sentinel lymph node (SLN) metastasis of breast cancer. Methods: The clinical、 pathological and MRI data of 177patients with pathologically confirmed breast cancer (81with SLN positive and 96with SLN negative) and underwent conventional DCE-MRI before surgery in the First Affiliated Hospital of Soochow University from January 2015 to May 2021 were analyzed retrospectively. The samples were randomly divided into the training set (n=123) and validation verification set (n= 54) according to the ratio of 7:3，the radiomic features were derived from DCE-MRI phase 2 images, 1316 original eigenvectors are normalized by maximum and minimum normalization, the optimal feature filter and selection operator (LASSO) algorithm were used to obtain the optimal features. Six Five machine learning models of Support Vector Machine, Random Forest, Logistic Regression, Gradient Boosting Decision Tree, Nomogram and Decision Tree were constructed based on the selected features. Radiomics signature and independent risk factors were incorporated to build a combined model. The receiver Receiver operating characteristic curve and area under the curve were was used to evaluate the performance of the above models, and the accuracy, sensitivity, and specificity were calculated. Results: There is no significant difference between all clinical and histopathological variables in breast cancer patients with and without SLN metastasis (P >0.05), except tumor size and BI-RADS classification (P< 0.01). Thirteen features were obtained as optimal features for machine learning models construction. In the validation set, the AUC (0.86) of SVM was the highest among the six five machine learning models. Meanwhile, the combined model showed better performance in sentinel lymph node metastasis (SLNM) prediction and achieved a higher AUC (0.88) in the validation set. Conclusions: We revealed the clinical value of machine learning models established based on DCE-MRI radiomic features, providing a highly accurate, non-invasive, and convenient method to for preoperative prediction of SLNM in breast cancer patients.","Yadi Zhu,Ling Yang,Yadi Zhu,Ling Yang,Hailin Shen,Hailin Shen",Frontiers in Oncology,2021.0
10.3389/fradi.2021.735567,,,Vascularity and Dynamic Contrast-Enhanced Breast Magnetic Resonance Imaging,"Angiogenesis is a key step in the initiation and progression of an invasive breast cancer. High microvessel density by morphological characterization predicts metastasis and poor survival in women with invasive breast cancers. However, morphologic characterization is subject to variability and only can evaluate a limited portion of an invasive breast cancer. Consequently, breast Magnetic Resonance Imaging (MRI) is currently being evaluated to assess vascularity. Recently, through the new field of radiomics, dynamic contrast enhanced (DCE)-MRI is being used to evaluate vascular density, vascular morphology, and detection of aggressive breast cancer biology. While DCE-MRI is a highly sensitive tool, there are specific features that limit computational evaluation of blood vessels. These include (1) DCE-MRI evaluates gadolinium contrast and does not directly evaluate biology, (2) the resolution of DCE-MRI is insufficient for imaging small blood vessels, and (3) DCE-MRI images are very difficult to co-register. Here we review computational approaches for detection and analysis of blood vessels in DCE-MRI images and present some of the strategies we have developed for co-registry of DCE-MRI images and early detection of vascularization.","David E. Frankhouser,David Frankhouser,Eric C. Dietze,Eric Dietze,A. Mahabal,Ashish Mahabal,Victoria L. Seewaldt,Victoria L. Seewaldt",,2021.0
10.3390/diagnostics12020416,,,A CT-Based Radiomic Signature for the Differentiation of Pulmonary Hamartomas from Carcinoid Tumors,"Radiomics is a new image processing technology developed in recent years. In this study, CT radiomic features are evaluated to differentiate pulmonary hamartomas (PHs) from pulmonary carcinoid tumors (PCTs). A total of 138 patients (78 PCTs and 60 PHs) were evaluated. The Radcloud platform (Huiying Medical Technology Co., Ltd., Beijing, China) was used for managing the data, clinical data, and subsequent radiomics analysis. Two hand-crafted radiomics models are prepared in this study: the first model includes the data regarding all of the patients to differentiate between the groups; the second model includes 78 PCTs and 38 PHs without signs of fat tissue. The separation of the training and validation datasets was performed randomly using an (8:2) ratio and 620 random seeds. The results revealed that the MLP method (RF) was best for PH (AUC = 0.999) and PCT (AUC = 0.999) for the first model (AUC = 0.836), and PC (AUC = 0.836) in the test set for the second model. Radiomics tumor features derived from CT images are useful to differentiate the carcinoid tumors from hamartomas with high accuracy. Radiomics features may be used to differentiate PHs from PCTs with high levels of accuracy, even without the presence of fat on the CT. Advances in knowledge: CT-based radiomic holds great promise for a more accurate preoperative diagnosis of solitary pulmonary nodules (SPNs).","Ayten Cangır,Ayten Kayi Cangir,Kaan Orhan,Kaan Orhan,Yusuf Kahya,Yusuf Kahya,Ayşe Uğurum Yücemen,Ayse Uğurum Uğurum Yücemen,İslam Aktürk,İslam Aktürk,Hilal Özakıncı,Hilal Ozakinci,Ayşegül Gürsoy Çoruh,Aysegul Gursoy Gursoy Coruh,Serpil Dizbay Dizbay Sak,Serpil Dizbay Sak",Diagnostics,2022.0
10.3390/life12020241,,,A Multi-Center Study of CT-Based Neck Nodal Radiomics for Predicting an Adaptive Radiotherapy Trigger of Ill-Fitted Thermoplastic Masks in Patients with Nasopharyngeal Carcinoma,"Significant lymph node shrinkage is common in patients with nasopharyngeal carcinoma (NPC) throughout radiotherapy (RT) treatment, causing ill-fitted thermoplastic masks (IfTMs). To deal with this, an ad hoc adaptive radiotherapy (ART) may be required to ensure accurate and safe radiation delivery and to maintain treatment efficacy. Presently, the entire procedure for evaluating an eligible ART candidate is time-consuming, resource-demanding, and highly inefficient. In the artificial intelligence paradigm, the pre-treatment identification of NPC patients at risk for IfTMs has become greatly demanding for achieving efficient ART eligibility screening, while no relevant studies have been reported. Hence, we aimed to investigate the capability of computed tomography (CT)-based neck nodal radiomics for predicting IfTM-triggered ART events in NPC patients via a multi-center setting. Contrast-enhanced CT and the clinical data of 124 and 58 NPC patients from Queen Elizabeth Hospital (QEH) and Queen Mary Hospital (QMH), respectively, were retrospectively analyzed. Radiomic (R), clinical (C), and combined (RC) models were developed using the ridge algorithm in the QEH cohort and evaluated in the QMH cohort using the median area under the receiver operating characteristics curve (AUC). Delong’s test was employed for model comparison. Model performance was further assessed on 1000 replicates in both cohorts separately via bootstrapping. The R model yielded the highest “corrected” AUC of 0.784 (BCa 95%CI: 0.673–0.859) and 0.723 (BCa 95%CI: 0.534–0.859) in the QEH and QMH cohort following bootstrapping, respectively. Delong’s test indicated that the R model performed significantly better than the C model in the QMH cohort (p &lt; 0.0001), while demonstrating no significant difference compared to the RC model (p = 0.5773). To conclude, CT-based neck nodal radiomics was capable of predicting IfTM-triggered ART events in NPC patients in this multi-center study, outperforming the traditional clinical model. The findings of this study provide valuable insights for future study into developing an effective screening strategy for ART eligibility in NPC patients in the long run, ultimately alleviating the workload of clinical practitioners, streamlining ART procedural efficiency in clinics, and achieving personalized RT for NPC patients in the future.","Sai-Kit Lam,Saikit Lam,Jiang Zhang,Jiang Zhang,Yuanpeng Zhang,Yuanpeng Zhang,Bing Liu,Bing Li,Rui-Yan Ni,Ruiyan Ni,Ta Zhou,Zhou Ta,Tao Peng,Tao Peng,Andy Lai-Yin Cheung,Ankie Tan Cheung,Tin-Ching Chau,Tin‐Ching Chau,Francis Kar-Ho Lee,Francis Kar-ho Lee,Celia Wai-Yi Yip,Celia Wai-Yi Yip,Kwok-Hung Au,Kwok‐Hung Au,Victor C. S. Lee,Victor Ho-Fun Lee,Victor Lee,Amy Chang,Amy Tien-Yee Chang,Lawrence W. C. Chan,Lawrence Chan,Jing Cai,Jing Cai",Life,2022.0
10.1016/j.acra.2022.01.004,,,A Novel CT-Based Radiomics Features Analysis for Identification and Severity Staging of COPD,,"Zongli Li,LI Zong-li,Ligong Liu,Ligong Liu,Zuoqing Zhang,Zuoqing Zhang,Xuhong Yang,Xuhong Yang,Xuanyi Li,Xuanyi Li,Yanli Gao,Yanli Gao,Kewu Huang,Kewu Huang",Academic Radiology,2022.0
10.1007/s00330-021-08444-1,35133485.0,,A nomogram strategy for identifying the subclassification of IDH mutation and ATRX expression loss in lower-grade gliomas,"Objectives To construct a radiomics nomogram based on multiparametric MRI data for predicting isocitrate dehydrogenase 1 mutation (IDH +) and loss of nuclear alpha thalassemia/mental retardation syndrome X‐linked expression (ATRX −) in patients with lower‐grade gliomas (LrGG; World Health Organization [WHO] 2016 grades II and III). Methods A total of 111 LrGG patients (76 mutated IDH and 35 wild-type IDH) were enrolled, divided into a training set (n = 78) and a validation set (n = 33) for predicting IDH mutation. IDH + LrGG patients were further stratified into the ATRX − (n = 38) and ATRX + (n = 38) subtypes. A total of 250 radiomics features were extracted from the region of interest of each tumor, including that from T2 fluid-attenuated inversion recovery (T2 FLAIR), contrast-enhanced T1 WI, ASL-derived cerebral blood flow (CBF), DWI-derived ADC, and exponential ADC (eADC). A radiomics signature was selected using the Elastic Net regression model, and a radiomics nomogram was finally constructed using the age, gender information, and above features. Results The radiomics nomogram identified LrGG patients for IDH mutation (C-index: training sets = 0.881, validation sets = 0.900) and ATRX loss (C-index: training sets = 0.863, validation sets = 0.840) with good calibration. Decision curve analysis further confirmed the clinical usefulness of the two nomograms for predicting IDH and ATRX status. Conclusions The nomogram incorporating age, gender, and the radiomics signature provided a clinically useful approach in noninvasively predicting IDH and ATRX mutation status for LrGG patients. The proposed method could facilitate MRI-based clinical decision-making for the LrGG patients. Key Points • Non-invasive determination of IDH and ATRX gene status of LrGG patients can be obtained with a radiomics nomogram. • The proposed nomogram is constructed by radiomics signature selected from 250 radiomics features, combined with age and gender. • The proposed radiomics nomogram exhibited good calibration and discrimination for IDH and ATRX gene mutation stratification of LrGG patients in both training and validation sets.","Shiman Wu,Shiman Wu,Xi Zhang,Xi Zhang,Wenting Rui,Wenting Rui,Yaru Sheng,Yaru Sheng,Yang Yang,Yang Yu,Yong Zhang,Yong Zhang,Zhenwei Yao,Zhenwei Yao,Tianming Qiu,Tianming Qiu,T.-m. Qiu,Yan Ren,Yan Ren,Haitao Lv",European Radiology,2022.0
10.1117/12.2611501,,,A semi-automatic threshold-based segmentation algorithm for lung cancer delineation,"Radiomic studies utilize AI and quantitative features from medical images to create models that can predict patient outcomes. An integral step in these radiomic studies is the delineation of the regions of interest where the features are extracted. Manual segmentation is labor intensive and time-consuming for large studies. Semi-automatic segmentation tools have been used in recent radiomic studies to achieve more reproducible segmentations and robust radiomics features. However, for the segmentation of lung tumors on CT images, tools in the literature are difficult to find publicly and require extensive user interaction. Therefore, we aimed to build a semi-automatic segmentation tool which was intuitive, fast, and required minimal user interaction. We used one dataset to develop the segmentation algorithm on (n=49), and another to test its performance (n=144). All 144 tumors were segmented on the CT images using the semiautomatic tool by three separate users. A gold standard tumor delineation was determined by a trained radiologist. The segmentation robustness was assessed using the Dice, mean absolute boundary distance (MAD) and volume difference (VD). A total of 408 radiomic features were extracted and feature robustness was determined using an intra-class correlation coefficient (ICC) greater than 0.8. The developed tool achieved an average Dice of 0.90, MAD of 0.62 mm and a VD of 0.97 ml between the three users. A total of 181 (76%) of the extracted features displayed excellent reliability. This tool has the potential to augment the reliability of radiomic studies by making segmentations and feature sets more reproducible.","Jaryd R. Christie,Jaryd R. Christie,Omar Daher,Omar Daher,Hannah van Dongen,Hannah van Dongen,Rory Gilliland,Rory Gilliland,Mohamed Abdelrazek,Mohamed Abdelrazek,Sarah A. Mattonen,Sarah A. Mattonen",,2022.0
10.1186/s12967-022-03298-7,35189890.0,,An artificial intelligence method to assess the tumor microenvironment with treatment outcomes for gastric cancer patients after gastrectomy,"Abstract Background The tumor microenvironment (TME) plays an important role in the occurrence and development of gastric cancer (GC) and is widely used to assess the treatment outcomes of GC patients. Immunohistochemistry (IHC) and gene sequencing are the main analysis methods for the TME but are limited due to the subjectivity of observers, the high cost of equipment and the need for professional analysts. Methods The ImmunoScore (IS) was developed in the TCGA cohort and validated in GEO cohorts. The Radiomic ImmunoScore (RIS) was developed in the TCGA cohort and validated in the Nanfang cohort. A nomogram was developed and validated in the Nanfang cohort based on RIS and clinical features. Results For IS, the area under the curves (AUCs) were 0.798 for 2-year overall survival (OS) and 0.873 for 4-year overall survival. For RIS, in the TCGA cohort, the AUCs distinguishing High-IS or Low-IS and predicting prognosis were 0.85 and 0.81, respectively; in the Nanfang cohort, the AUC predicting prognosis was 0.72. The nomogram performed better than the TNM staging system according to the ROC curve (all P &lt; 0.01). Patients with TNM stage II and III in the High-nomogram group were more likely to benefit from adjuvant chemotherapy than Low-nomogram group patients. Conclusions The RIS and the nomogram can be used to assess the TME, prognosis and adjuvant chemotherapy benefit of GC patients after radical gastrectomy and are valuable additions to the current TNM staging system. High-nomogram GC patients may benefit more from adjuvant chemotherapy than Low-nomogram GC patients.","Tao Chen,Tao Chen,Xiaoyun Nicole Li,Xunjun Li,Qingyi Mao,Qingyi Mao,Yiyun Wang,Yiyun Wang,Hanyi Li,Hui Li,Chen Wang,Chen Wang,Yefeng Shen,Yuyang Shen,Er‐Jia Guo,Erjia Guo,Qinglie He,Qinglie He,Jie Tian,Jie Tian,Mansheng Zhu,Man-Sheng Zhu,Jing Wu,Jia Wu,Weiqi Liang,Weiqi Liang,Hao Liu,Hao Líu,Jiang Yu,Jiang Yu,Guoxin Li,Guoxin Li",Journal of Translational Medicine,2022.0
10.1186/s40644-022-00448-4,35090572.0,,Baseline MRI-based radiomics model assisted predicting disease progression in nasopharyngeal carcinoma patients with complete response after treatment,"Abstract Background Accurate pretreatment prediction for disease progression of nasopharyngeal carcinoma is key to intensify therapeutic strategies to high-risk individuals. Our aim was to evaluate the value of baseline MRI-based radiomics machine-learning models in predicting the disease progression in nasopharyngeal carcinoma patients who achieved complete response after treatment. Methods In this retrospective study, 171 patients with pathologically confirmed nasopharyngeal carcinoma were included. Using hold-out cross validation scheme (7:3), relevant radiomic features were selected with the least absolute shrinkage and selection operator method based on baseline T2-weighted fat suppression and contrast-enhanced T1-weighted images in the training cohort. After Pearson’s correlation analysis of selected radiomic features, multivariate logistic regression analysis was applied to radiomic features and clinical characteristics selection. Logistic regression analysis and support vector machine classifier were utilized to build the predictive model respectively. The predictive accuracy of the model was evaluated by ROC analysis along with sensitivity, specificity and AUC calculated in the validation cohort. Results A prediction model using logistic regression analysis comprising 4 radiomics features (HGLZE_T2H, HGLZE_T1, LDLGLE_T1, and GLNU_T1) and 5 clinical features (histology, T stage, N stage, smoking history, and age) showed the best performance with an AUC of 0.75 in the training cohort (95% CI: 0.66–0.83) and 0.77 in the validation cohort (95% CI: 0.64–0.90). The nine independent impact factors were entered into the nomogram. The calibration curves for probability of 3-year disease progression showed good agreement. The features of this prediction model showed satisfactory clinical utility with decision curve analysis. Conclusions A radiomics model derived from pretreatment MR showed good performance for predicting disease progression in nasopharyngeal carcinoma and may help to improve clinical decision making.","Dan Bao,Dan Bao,Zhou Liu,Zhou Liu,Yayuan Geng,Yayuan Geng,Li Li,Lin Li,Haijun Xu,Haijun Xu,Zhang Ya,Ya Zhang,Lei Hu,Lei Hu,Xinming Zhao,Xinming Zhao,Yanfeng Zhao,Yanfeng Zhao,Dehong Luo,Dingcun Luo",Cancer Imaging,2022.0
10.1259/bjr.20210792,35019776.0,,CT-Based radiomics model for preoperative prediction of hepatic encephalopathy after transjugular intrahepatic portosystemic shunt,"Objective: To develop and evaluate a machine learning-based CT radiomics model for the prediction of hepatic encephalopathy (HE) after transjugular intrahepatic portosystemic shunt (TIPS). Methods: A total of 106 patients who underwent TIPS placement were consecutively enrolled in this retrospective study. Region of interests (ROIs) were drawn on unenhanced, arterial phase, and portal venous Phase CT images, and radiomics features were extracted, respectively. A radiomics model was established to predict the occurrence of HE after TIPS by using random forest algorithm and ten-fold cross-validation. Receiver operating characteristic (ROC) curves were performed to validate the capability of the radiomics model and clinical model on the training, test and original datasets, respectively. Results: The radiomics model showed favorable discriminatory ability in the training cohort with an area under the curve (AUC) of 0.899 (95% CI, 0.848 to 0.951), while in the test cohort, it was confirmed with an AUC of 0.887 (95% CI, 0.760 to 1.00). After applying this model to original dataset, it had an AUC of 0.955 (95% CI, 0.896 to 1.00). A clinical model was also built with an AUC of 0.649 (95% CI, 0.530 to 0.767) in the original dataset, and a Delong test demonstrated its relative lower efficiency when compared with the radiomics model (p &lt; 0.05). Conclusion: Machine learning-based CT radiomics model performed better than traditional clinical parameter-based models in the prediction of post-TIPS HE. Advances in knowledge: Radiomics model for the prediction of post-TIPS HE was built based on feature extraction from routine acquired preoperative CT images and feature selection by random forest algorithm, which showed satisfied performance and proved the advantages of machine learning in this field.","Sihang Cheng,Sihang Cheng,Xiang Yu,Xiang Yu,Xinyue Chen,Xinyue Chen,Zhengyu Jin,Zhengyu Jin,Huadan Xue,Huadan Xue,Zhiwei Wang,Zhiwei Wang,Ping Xie,Ping Xie",British Journal of Radiology,2022.0
10.1007/s00330-022-08541-9,35113213.0,,CT-based radiomics for differentiating intracranial contrast extravasation from intraparenchymal haemorrhage after mechanical thrombectomy,"Abstract Objective To develop a nonenhanced CT-based radiomic signature for the differentiation of iodinated contrast extravasation from intraparenchymal haemorrhage (IPH) following mechanical thrombectomy. Methods Patients diagnosed with acute ischaemic stroke who underwent mechanical thrombectomy in 4 institutions from December 2017 to June 2020 were included in this retrospective study. The study population was divided into a training cohort and a validation cohort. The nonenhanced CT images taken after mechanical thrombectomy were used to extract radiomic features. The maximum relevance minimum redundancy (mRMR) algorithm was used to eliminate confounding variables. Afterwards, least absolute shrinkage and selection operator (LASSO) logistic regression was used to generate the radiomic signature. The diagnostic performance of the radiomic signature was evaluated by the area under the curve (AUC), accuracy, specificity, sensitivity, positive predictive value (PPV), and negative predictive value (NPV). Results A total of 166 intraparenchymal areas of hyperattenuation from 101 patients were used. The areas of hyperattenuation were randomly allocated to the training and validation cohorts at a ratio of 7:3. The AUC of the radiomic signature was 0.848 (95% confidence interval (CI) 0.780–0.917) in the training cohort and 0.826 (95% CI 0.705–0.948) in the validation cohort. The accuracy of the radiomic signature was 77.6%, with a sensitivity of 76.7%, a specificity of 78.9%, a PPV of 85.2%, and a NPV of 68.2% in the validation cohort. Conclusions The radiomic signature constructed based on initial post-operative nonenhanced CT after mechanical thrombectomy can effectively differentiate IPH from iodinated contrast extravasation. Key Points • Radiomic features were extracted from intraparenchymal areas of hyperattenuation on initial post-operative CT scans after mechanical thrombectomy. • The nonenhanced CT-based radiomic signature can differentiate IPH from iodinated contrast extravasation early. • The radiomic signature may help prevent unnecessary rescanning after mechanical thrombectomy, especially in cases where contrast extravasation is highly suggestive.","Xiaojun Chen,Xiaojun Chen,Yuanzhe Li,Yuan-Zhe Li,Yongjin Zhou,Ying Zhou,Yan Yang,Yan Yang,Jinzhong Yang,Jiansheng Yang,Peipei Pang,Peipei Pang,Yi Wang,Yi Wang,Jing Cheng,Jianmin Cheng,Haibo Chen,Hongbo Chen,Yifan Guo,Yifan Guo",European Radiology,2022.0
10.4274/mirt.galenos.2022.59140,35114752.0,,Can Radiomics Analyses in <sup>18</sup>F-FDG PET/CT Images of Primary Breast Carcinoma Predict Hormone Receptor Status?,"This study aimed to investigate the role of preoperative 18fluorine-fluorodeoxyglucose (18F-FDG) positron emission tomography/computed tomography (PET/CT) radiomics features and metabolic parameters of primary breast tumors in predicting hormone receptor (HR) positivity.A total of 153 patients with breast carcinoma who underwent preoperative 18F-FDG PET/CT were included. All PET/CT images were retrospectively reevaluated. Radiomics features of primary breast lesions reflecting tumor heterogeneity as well as standardized uptake value (SUV) metrics (SUVmin, SUVmean, SUVmax, and SUVpeak) and volumetric parameters such as metabolic tumor volume and total lesion glycolysis (TLG) were extracted by commercial texture analysis software package (LIFEx; https://www.lifexsoft.org/ index.php). WEKA and SPSS were used for statistical analysis. Binary logistic regression analysis was used to determine texture features predicting HR positivity. Accuracy, F-measure, precision, recall, and precision-recall curve area were used as data-mining performance criteria of texture features to predict HR positivity.None of the radiomics parameters were significant in predicting HR status. Only SUV metrics and TLG were statistically important. Mean ± standard deviations for SUVmean, SUVmax, and SUVpeak for the HR-negative group were significantly higher than those in the HR-positive group (6.73±4.36 vs. 5.20±3.32, p=0.027; 11.55±7.42 vs. 8.63±5.23, p=0.006; and 8.37±6.81 vs. 5.72±4.86; p=0.012). Cut-off values of SUVmean, SUVmax, and SUVpeak for the prediction of HR positivity were 4.93, 8.35, and 6.02, respectively. Among data-mining methods, logistic regression showed the best performance with accuracy of 0.762.In addition to the relatively limited number of patients in this study, radiomics parameters cannot predict the HR status of primary breast cancer. SUV levels of the HR-negative group were significantly higher than those of the HR-positive group. To clarify the role of metabolic and radiomics parameters in predicting HR status in breast cancer, further studies involving a larger study population are needed.Bu çalışmanın amacı preoperative 18flor-florodeoksiglukoz (18F-FDG) pozitron emisyon tomografisi/bilgisayarlı tomografi (PET/BT) radiomics ve metabolik parametrelerinin primer meme tümörünün hormon reseptör (HR) pozitifliğini öngörmedeki rolünün araştırılmasıdır.Preoperatif 18F-FDG PET/BT yapılan 153 meme kanseri hastası dahil edildi. Tüm PET/BT görüntüleri retrospektif olarak yeniden değerlendirildi. Primer meme tümörünün tümör heterojenitesini yansıtan radiomics parametrelerinin yanında standardize alım değeri (SUV) ölçümleri (SUVmin, SUVortalama, SUVmaks, SUVpeak) ve volümetrik parametreler [metabolik tümör hacmi ve toplam lezyon glikoliz (TLG)] doku analizi yazılım programı (LIFEx) (https://www.lifexsoft.org/ index.php) ile çıkarıldı. İstatistiksel analiz için WEKA ve SPSS kullanıldı. HR pozitifliğini öngörülmesi için Binary lojistik regresyon analizi kullanıldı. Doğruluk, F-measure, kesinlik, recall ve precision-recall curve HR pozitifliğini öngörmede doku parametrelerinin veri madenciliği performans kriterleri olarak kullanıldı.HR durumunun öngörülmesinde hiçbir radiomics parametresi anlamlı bulunmadı. Sadece SUV ölçümleri ve TLG anlamlı bulundu. HR negatif grupta pozitif gruba göre ortalama SUVortalama, SUVmaks and SUVpeak değerleri istatistiksel olarak yüksek bulundu (6,73±4,36’ya karşı 5,20±3,32 p=0,027, 11,55±7,42’ye karşı 8,63±5,23 p=0,006 ve 8,37±6,81’e karşı 5,72±4,86 p=0,012). SUVortalama, SUVmaks and SUVpeak için HR pozitifliğini öngörmede eşik değerler sırasıyla 4,93, 8,35 ve 6,02’ydi. Veri madenciliği yöntemleri içinde lojistik regresyon 0,762 doğruluk ile en iyi performansı gösterdi.Bu çalışmada kısıtlı hasta sayısı olmakla birlikte, radiomics parametreleri primer meme kanserinde HR durumunu öngöremedi. HR negatif grupta, pozitif gruba göre SUV değerleri anlamlı olarak daha yüksekti. Metabolik parametrelerin ve radiomics parametrelerinin meme kanserinde HR durumunu öngörmedeki yerinin netleşebilmesi için daha fazla sayıda hasta içeren ileri çalışmalara ihtiyaç vardır.","Mine Araz,Mine Araz,Çiğdem Soydal,Cigdem Soydal,Pınar Gündüz,Pınar Akkuş,Ayça Kırmızı,Ayça Kırmızı,Ayca Kirmizi,Batuhan Bakırarar,Batuhan Bakirarar,Serpil Dizbay Sak,Serpil Dizbay Sak,Elgin Ozkan,Elgin Özkan",Molecular Imaging and Radionuclide Therapy,2022.0
10.1016/j.ctro.2022.01.003,,,"Cleaning Radiotherapy Contours for Radiomics Studies, is it Worth it? A Head and Neck Cancer Study","<h2>Abstract</h2> A vast majority of studies in the radiomics field are based on contours originating from radiotherapy planning. This kind of delineation (<i>e.g.</i> Gross Tumor Volume, GTV) is often larger than the true tumoral volume, sometimes including parts of other organs (<i>e.g.</i> trachea in Head and Neck, H&N studies) and the impact of such over-segmentation was little investigated so far. In this paper, we propose to evaluate and compare the performance between models using two contour types: those from radiotherapy planning, and those specifically delineated for radiomics studies. For the latter, we modified the radiotherapy contours to fit the true tumoral volume. The two contour types were compared when predicting Progression-Free Survival (PFS) using Cox models based on radiomics features extracted from FluoroDeoxyGlucose-Positron Emission Tomography (FDG-PET) and CT images of 239 patients with oropharyngeal H&N cancer collected from five centers, the data from the 2020 HECKTOR challenge. Using <i>Dedicated</i> contours demonstrated better performance for predicting PFS, where Harell's concordance indices of 0<i>.</i>61 and 0<i>.</i>69 were achieved for <i>Radiotherapy</i> and <i>Dedicated</i> contours, respectively. Using automatically <i>Resegmented</i> contours based on a fixed intensity range was associated with a C-index of 0.63. These results illustrate the importance of using clean dedicated contours that are close to the true tumoral volume in radiomics studies, even when tumor contours are already available from radiotherapy treatment planning.","Pierre Fontaine,Pierre Fontaine,Vincent Andrearczyk,Vincent Andrearczyk,Valentin Oreiller,Valentin Oreiller,Daniel Abler,Daniel Abler,Joël Castelli,J. Castelli,J. Castelli,Oscar Acosta,Oscar Acosta,R. de Crevoisier,Renaud de Crevoisier,Martin Vallières,Martin Vallières,Issam El Naqa,Mario Jreige,Mario Jreige,Ernesto Amato,John O. Prior,John O. Prior,Adrien Depeursinge,Adrien Depeursinge",Clinical and Translational Radiation Oncology,2022.0
10.1007/s00405-022-07306-w,35212776.0,,Computed tomography-based radiomics signature as a pretreatment predictor of progression-free survival in locally advanced hypopharyngeal carcinoma with a different response to induction chemotherapy,PurposeTo establish and validate a radiomics signature for stratifying the risk of progression-free survival (PFS) in patients with locally advanced hypopharyngeal carcinoma (LAHC) undergoing induction chemotherapy (IC).MethodsWe extracted radiomics features from baseline contrast-enhanced computed tomography (CECT) images. We enrolled 112 LAHC patients (78 in the training cohort and 34 in the validation cohort). We used cox regression model and random survival forests variable hunting (RSFVH) algorithm for feature selection and radiomics signature building. The radiomics signature was established in the training cohort and tested in the validation cohort. We used the Kaplan–Meier analysis and log-rank test to evaluate the ability of radiomics signature in PFS risk stratification among patients with different IC responses and constructed a radiomics nomogram to predict individual PFS risk.ResultsThe radiomics signature performed well in stratifying patients into highrisk and low-risk groups of progression in both the training and validation cohorts. The radiomics nomogram showed good discriminative ability for predicting PFS. Survival outcome analysis of subsets indicated that the radiomics signature performed well in stratifying the risk of PFS in patients with LAHC with different IC responses.ConclusionsThe radiomics signature was a pretreatment predictor for PFS in patients with LAHC who exhibited different responses to IC.,"Xiaobin Liu,Xiaobin Liu,Chuanqi Sun,Chuanqi Sun,Miaomiao Long,Miaomiao Long,Yining Yang,Yining Yang,Peng Lin,Peng Lin,Shuang Xia,Shuang Xia,Wen Shen,Wen Shen",European Archives of Oto-rhino-laryngology,2022.0
